"Item Number","Level 1","Level 2","Level 3","Level 4","Level 5","Description Line 1","Brand Name","Pack Size","Unit of Measure","Priced by Weight","Description Line 2","Description Line 3","Class Name","Special Order","Item Image","On Hand Quantity","Item Avg. Weight","Due Date"
"59118",80.25,79.10,78.00,74.90,66.10,"Cinnamon Chip Scone 4oz","David's Cookies","80ct","CASE","N","SF001","","MUFFINS SCONES","N",,12,0.00,"/  /"
"59121",71.50,0.00,0.00,66.75,58.90,"Oatmeal Raisin Cookie Dough 3oz","David's Cookies","107ct","CASE","N","LJ05","","COOKIES","N",,8,0.00,"/  /"
"59122",79.30,0.00,0.00,62.31,65.30,"White Choc Macadamia Cookies 3oz","David's Cookies","107ct","CASE","N","LJ40","","COOKIES","N",,27,0.00,"/  /"
"59126",71.50,70.50,69.55,66.75,58.90,"M&M Cookie Dough 3oz","David's Cookies","107ct","CASE","N","J55","","COOKIES","N",,0,0.00,"/  /"
"59127",83.85,82.70,81.55,78.30,69.05,"Oatmeal Raisin Cookie Dough 4.5oz","David's Cookies","80ct","CASE","N","DD05","","COOKIES","N",,5,0.00,"/  /"
"59129",84.60,83.40,82.25,78.95,69.65,"Smores Cookie Dough 4.5oz*","David's Cookies","80ct","CASE","N","DD07","","COOKIES","N",,0,0.00,"/  /"
"59131",78.45,77.35,76.30,73.25,64.65,"Cranberry Scones 4oz","David's Cookies","80ct","CASE","N","SF004","","MUFFINS SCONES","N",,14,0.00,"/  /"
"59133",71.50,70.50,69.55,66.75,58.90,"M&M Cookie Dough 1.5oz","David's Cookies","213ct","CASE","N","E55","","COOKIES","N",,2,0.00,"/  /"
"59136",80.25,0.00,0.00,74.90,66.10,"Chocolate Chip Scones 4oz","David's Cookies","80/4oz","CASE","N","SF002","","MUFFINS SCONES","N",,7,0.00,"/  /"
"59146",93.30,92.00,90.70,87.10,76.85,"Salted Caramel Cookie Dough 4.5oz","David's Cookies","80ct","CASE","N","DD03","","COOKIES","N",,9,0.00,"/  /"
"59148",50.75,50.00,49.35,45.55,41.80,"Choc Chunk Cookie Dough 3oz","David's Cookies","107ct","CASE","N","LQ600","","COOKIES","N",,19,0.00,"/  /"
"59150",53.60,52.85,52.10,48.10,44.15,"Double Choc Cookie Dough 3oz","David's Cookies","107ct","CASE","N","LQ06","","COOKIES","N",,13,0.00,"/  /"
"59151",50.75,50.00,49.35,45.55,41.80,"Peanut Butter Coookie Dough 3oz","David's Cookies","107ct","CASE","N","LQ04","","COOKIES","N",,15,0.00,"/  /"
"59154",49.10,48.40,0.00,45.85,40.45,"Healthy Harvest Muffin Batter","David's Cookies","2/8lb","CASE","N","MB05","","MUFFINS SCONES","N",,5,0.00,"/  /"
"59165",79.15,78.05,76.95,73.90,65.20,"Snickerdoodle Cookie Dough 1.5oz","David's Cookies","216ct","CASE","N","LE02","","COOKIES","N",,3,0.00,"/  /"
"59168",73.90,72.85,71.85,68.95,60.85,"Red Velvet Cookie Dough 1.5oz","David's Cookies","216ct","CASE","N","LE21","","COOKIES","N",,0,0.00,"/  /"
"59175",49.10,48.40,0.00,45.85,40.45,"French Toast Muffin Batter","David's Cookies","2/8lb","CASE","N","MB24","","MUFFINS SCONES","N",,10,0.00,"/  /"
"59203",71.95,70.95,69.95,67.15,59.25,"Madeleine Pure Butter","St. Michel","70/1.58oz","CASE","N","","","PATISSERIES","N",,4,0.00,"/  /"
"59223",37.55,37.00,36.50,35.05,30.95,"Cake Raspberry Blueberry Raw","Nat's Raw","12/65g","CASE","N","","","CAKES & PIES","N",,2,0.00,"/  /"
"59225",35.30,34.80,34.30,32.95,29.05,"Cake Tiramisu Raw","Nat's Raw","12/65g","CASE","N","","","CAKES & PIES","N",,3,0.00,"/  /"
"59226",37.40,36.90,36.35,34.90,30.80,"Cake Lime Mango Raw","Nat's Raw","12/65g","CASE","N","","","CAKES & PIES","N",,2,0.00,"/  /"
"59228",37.55,37.00,36.50,35.05,30.95,"Cake Raspberry Passion Fruit Raw","Nat's Raw","12/65g","CASE","N","","","CAKES & PIES","N",,0,0.00,"/  /"
"59402",66.40,63.50,0.00,57.55,50.80,"Cream Puff Mini Shells 2""","Jean Ducourtieu","200ct","CASE","N","518038","","TART SHELLS","N",,4,1.75,"/  /"
"59407",90.05,88.80,87.55,84.05,74.15,"Tart Shells 3.5"" Sweet*","Jean Ducourtieu","144ct","CASE","N","622035","","TART SHELLS","Y",,0,0.00,"/  /"
"59415",153.60,0.00,0.00,143.35,126.50,"Cup Chocolate Square Dark","Luijckx","210ct","CASE","N","96174","","CHOCOLATE CUPS","N",,2,0.00,"/  /"
"59419",92.40,91.10,89.85,86.25,76.10,"Cup Steffen","Luijckx","210ct","CASE","N","96172","","CHOCOLATE CUPS","N",,6,0.00,"/  /"
"59421",96.20,0.00,0.00,89.75,79.20,"Tart Shell Sweet 8.6""*","Jean Ducourtieu","12ct","CASE","N","041064","","TART SHELLS","Y",,0,0.00,"/  /"
"59422",17.05,16.80,16.55,15.90,14.05,"Florence Rounds-32mm","Mona Lisa","216ct","BOX","N","","","CHOCOLATE DECOR","N",,0,0.00,"/  /"
"59428",143.05,141.00,139.05,133.50,117.80,"Bouch�e Mini 1.25""*","Jean Ducourtieu","240ct","CASE","N","","","TART SHELLS","Y",,3,0.00,"/  /"
"59430",117.95,116.30,114.65,110.10,97.15,"Choc Couverture Misterio 58%","Luker Cacao","22lb","CASE","N","D201","","CHOC COUVERTURE","N",,9,0.00,"/  /"
"59431",128.10,126.30,124.55,119.55,105.50,"Choc Couverture Perla 64%","Luker Cacao","22lb","CASE","N","D209","","CHOC COUVERTURE","N",,3,0.00,"/  /"
"59442",172.00,169.60,167.25,160.55,141.65,"Espresso Beans Dark Chocolate","Luker Cacao","10/1kg","CASE","N","G503","","CHOCOLATE DECOR","N",,3,0.00,"/  /"
"59442P",17.20,17.00,16.75,16.10,14.20,"Espresso Beans Dark Chocolate 1kg","Luker Cacao","1kg","PC.","N","G503","","CHOCOLATE DECOR","N",,-1,0.00,"/  /"
"59445",582.15,573.95,566.00,543.35,479.40,"Cocoa Nibs Caramelized*","DGF","4/4.4lb","CASE","N","(Grains eclates de cacao)","","CHOCOLATE DECOR","Y",,0,0.00,"/  /"
"59450",69.25,68.30,67.35,64.65,57.05,"Cup Mini Dark Chocolate","ifigourmet","210ct","CASE","N","","","CHOCOLATE CUPS","N",,1,0.00,"/  /"
"59460",125.95,124.20,122.45,117.55,103.75,"Cup Mini White Chocolate*","ifigourmet","390ct","CASE","N","96502","","CHOCOLATE CUPS","Y",,0,0.00,"/  /"
"59461",157.45,155.25,153.10,146.95,129.65,"Cocoa Nibs Roasted","Luker Cacao","10/2.2lb","CASE","N","","","CHOCOLATE DECOR","N",,2,0.00,"/  /"
"59461P",15.75,15.55,15.35,14.70,13.00,"Cocoa Nibs Roasted 1kg","Luker Cacao","1kg","PC.","N","","","CHOCOLATE DECOR","N",,5,0.00,"/  /"
"59500",77.30,76.20,75.15,72.15,63.65,"Cream Puff Shell 3.5""*","Jean Ducourtieu","80ct","CASE","N","","","TART SHELLS","Y",,0,0.00,"/  /"
"59501",132.10,130.25,128.45,123.30,108.80,"Eclaire Shell 5""","Jean Ducourtieu","140ct","CASE","N","","","TART SHELLS","N",,3,0.00,"/  /"
"59901",214.30,211.30,208.35,200.00,176.50,"Smoothie Blend Berry Banana 5lb","Realm Foods","5lb","PC.","N","24209K","","BEVERAGE JUICE","N",,8,0.00,"/  /"
"59902",246.70,243.20,239.85,230.25,203.15,"Smoothie Blend Tropical Greens 5lb*","Realm Foods","5lb","PC.","N","24209K","","BEVERAGE JUICE","Y",,6,0.00,"/  /"
"59903",214.30,211.30,208.35,200.00,176.50,"Smoothie Blend Mango Sunrise 5lb","Realm Foods","5lb","PC.","N","24209K","","BEVERAGE JUICE","N",,4,0.00,"/  /"
"59904",214.30,211.30,208.35,200.00,176.50,"Smoothie Blend Bold Cacao 5lb","Realm Foods","5lb","PC.","N","24209K","","BEVERAGE JUICE","N",,3,0.00,"/  /"
"59905",214.30,211.30,208.35,200.00,176.50,"Smoothie Blend Marqui Superfruit","Realm Foods","5lb","PC.","N","24209K","","BEVERAGE JUICE","N",,3,0.00,"/  /"
"59906",214.30,211.30,208.35,200.00,176.50,"Smoothie Blend Blue Pineapple","Realm Foods","5lb","PC.","N","24209K","","BEVERAGE JUICE","N",,5,0.00,"/  /"
"59907",214.30,211.30,208.35,200.00,176.50,"Smoothie Blend Dragonfruit","Realm Foods","5lb","PC.","N","24209K","","BEVERAGE JUICE","N",,2,0.00,"/  /"
"59908",207.15,204.25,201.40,193.35,170.60,"Smoothie Apple Spice 5lb*","Realm Foods","5lb","PC.","N","24209K","","BEVERAGE JUICE","Y",,6,0.00,"/  /"
"59910",82.90,81.70,80.60,77.35,68.25,"Smoothie Blend Berry Banana 2lb","Realm Foods","2lb","PC.","N","24209K","","BEVERAGE JUICE","N",,0,0.00,"/  /"
"59911",82.90,81.70,80.60,77.35,68.25,"Smoothie Blend Tropical Greens 2lb","Realm Foods","2lb","PC.","N","24209K","","BEVERAGE JUICE","N",,0,0.00,"/  /"
"59912",82.90,81.70,80.60,77.35,68.25,"Smoothie Marqui Superfruit 2lb","Realm Foods","2lb","PC.","N","24209K","","BEVERAGE JUICE","N",,3,0.00,"/  /"
"59913",82.90,81.70,80.60,77.35,68.25,"Smoothie Blend Bold Cacao 2lb","Realm Foods","2lb","PC.","N","24209K","","BEVERAGE JUICE","N",,3,0.00,"/  /"
"59914",82.90,81.70,80.60,77.35,68.25,"Smoothie Blend Blue Pineapple 2lb","Realm Foods","2lb","PC.","N","24209K","","BEVERAGE JUICE","N",,3,0.00,"/  /"
"59915",82.90,81.70,80.60,77.35,68.25,"Smoothie Blend Dragonfruit 2lb","Realm Foods","2lb","PC.","N","24209K","","BEVERAGE JUICE","N",,3,0.00,"/  /"
"59916",82.90,81.70,80.60,77.35,68.25,"Smoothie Blend Mango Sunrise 2lb","Realm Foods","2lb","PC.","N","24209K","","BEVERAGE JUICE","N",,0,0.00,"/  /"
"60000",128.50,119.30,116.00,111.35,98.25,"Spanakopita","Kronos","144ct","CASE","N","","","HORS D'OEUVRES","N",,0,0.00,"/  /"
"60048",43.65,43.05,42.45,40.75,35.95,"Gianduja Shortbread Cake","TdP","16/3.2oz","CASE","N","","","CAKES & PIES","N",,20,0.00,"/  /"
"60050",127.40,125.60,123.85,118.90,104.90,"Scallops & Bacon 20/30","Gourmet Kitchen","100ct","CASE","N","S3004","","HORS D'OEUVRES","N",,0,0.00,"/  /"
"60051",157.80,146.50,142.45,136.75,120.65,"Beef Wellington","Gourmet Kitchen","100ct","CASE","N","B2018","","HORS D'OEUVRES","N",,0,0.00,"07/26/23"
"60052",97.45,94.65,92.00,88.35,77.95,"Spanakopita","Gourmet Kitchen","100ct","CASE","N","C1022","","HORS D'OEUVRES","N",,18,0.00,"/  /"
"60054",114.15,114.15,111.00,106.55,94.00,"Cuban Sandwich Mini","Gourmet Kitchen","80ct","CASE","N","I1134","","HORS D'OEUVRES","N",,8,0.00,"/  /"
"60057",114.15,114.15,111.00,106.55,94.00,"Wild Mushroom Tart","Gourmet Kitchen","100ct","CASE","N","M1026","","HORS D'OEUVRES","N",,3,0.00,"07/26/23"
"60058",136.25,134.35,132.45,127.15,112.20,"Pork Belly Skewer*","Gourmet Kitchen","100ct","CASE","N","P1050","","HORS D'OEUVRES","Y",,5,0.00,"/  /"
"60060",103.50,102.05,100.65,96.60,85.25,"Pancake Apple & Cranberry","Gourmet Kitchen","9/2ct","CASE","N","P2004","","HORS D'OEUVRES","N",,0,0.00,"/  /"
"60061",137.55,135.60,133.75,128.40,113.30,"Spring Roll Maui Shrimp","Gourmet Kitchen","100ct","CASE","N","S5036","","HORS D'OEUVRES","N",,0,0.00,"07/26/23"
"60062",88.80,82.45,80.15,76.95,67.90,"Mini Lamb Gyro","Gourmet Kitchen","72ct","CASE","N","L2038","","HORS D'OEUVRES","N",,5,0.00,"/  /"
"60063",103.50,102.05,100.65,96.60,85.25,"Pancake Blueberry & Granola","Gourmet Kitchen","9/2ct","CASE","N","P2006","","HORS D'OEUVRES","N",,0,0.00,"/  /"
"60068",110.55,107.40,104.40,100.25,88.45,"Empanada Chorizo Black Beans","Gourmet Kitchen","100ct","CASE","N","I1150","","HORS D'OEUVRES","N",,14,0.00,"/  /"
"60069",105.10,103.65,102.20,98.10,86.55,"Arancini Asparagus & Mushrooms","Gourmet Kitchen","100ct","CASE","N","V2164","","HORS D'OEUVRES","N",,0,0.00,"07/26/23"
"60070",87.65,86.45,85.25,81.80,72.20,"Vegetable Spring Roll*","Gourmet Kitchen","100ct","CASE","N","I1112","","HORS D'OEUVRES","Y",,30,0.00,"/  /"
"60074",144.05,142.05,140.05,134.45,118.65,"Chorizo Stuffed Dates Bacon Wrapped","Gourmet Kitchen","100ct","CASE","N","B1026","","HORS D'OEUVRES","N",,5,0.00,"/  /"
"60075",196.10,187.80,185.20,177.80,156.85,"Chocolate Truffle Assortment","Gourmet Kitchen","210ct","CASE","N","M9194","","CHOC BONBONS","N",,7,0.00,"07/26/23"
"60077",216.85,213.80,210.85,202.40,178.60,"Yakatori Chicken*","Gourmet Kitchen","100ct","CASE","N","C2058","","HORS D'OEUVRES","Y",,0,0.00,"/  /"
"60078",99.85,98.45,97.10,93.20,82.25,"Coney Island Franks","Gourmet Kitchen","100ct","CASE","N","F1008","","HORS D'OEUVRES","N",,0,0.00,"07/26/23"
"60080",68.30,67.35,66.40,63.75,56.25,"Potato Gratin-4.23oz","TdP","40ct","CASE","N","Y1002","","VEGETABLES","N",,10,0.00,"/  /"
"60082",110.25,108.70,107.20,102.90,90.80,"Chicken Satay","Gourmet Kitchen","100ct","CASE","N","","","HORS D'OEUVRES","N",,5,0.00,"/  /"
"60083",134.90,131.05,127.40,122.30,107.95,"Empanada Short Rib & Manchego","Gourmet Kitchen","100ct","CASE","N","B2202","","HORS D'OEUVRES","N",,5,0.00,"07/26/23"
"60084",125.45,122.80,121.10,116.25,102.60,"Beggar's Purse Pear & Brie","Gourmet Kitchen","100ct","CASE","N","C1044","","HORS D'OEUVRES","N",,0,0.00,"/  /"
"60085",137.55,135.60,133.75,128.40,113.30,"Beef Sirloin Satay","Gourmet Kitchen","100ct","CASE","N","B2028","","HORS D'OEUVRES","N",,4,0.00,"/  /"
"60086",36.50,33.90,32.95,31.60,27.90,"Blinis","Delifrance","160ct","CASE","N","TP58619","","HORS D'OEUVRES","N",,5,0.00,"/  /"
"60089",121.85,116.60,113.40,108.85,96.05,"Puff Raspberry Almond & Brie","Gourmet Kitchen","100ct","CASE","N","C1018","","HORS D'OEUVRES","N",,6,0.00,"/  /"
"60091",125.85,124.10,122.35,117.45,103.65,"Skewer Coconut Chicken","Gourmet Kitchen","100ct","CASE","N","C2034","","HORS D'OEUVRES","N",,7,0.00,"/  /"
"60092",103.50,102.05,100.65,96.60,85.25,"Pancake Banana & Walnut","Gourmet Kitchen","9/2ct","CASE","N","P2008","","HORS D'OEUVRES","N",,1,0.00,"/  /"
"60093",114.85,113.25,111.65,107.20,94.60,"Assorted Passion Tarts","Gourmet Kitchen","72ct","CASE","N","M9412","","PATISSERIES","N",,7,0.00,"/  /"
"60095",134.60,132.70,130.85,125.60,110.85,"Black & White Petit Fours","Gourmet Kitchen","96ct","CASE","N","M9280","","PATISSERIES","N",,9,0.00,"/  /"
"60096",128.50,126.70,124.95,119.95,105.80,"Mini Pastry Assortment","Gourmet Kitchen","47ct","CASE","N","OPD110","","PATISSERIES","N",,10,0.00,"/  /"
"60097",127.15,125.35,123.60,118.70,104.70,"GF Quinoa and Zuchini Fritter","Gourmet Kitchen","100ct","CASE","N","OPD110","","HORS D'OEUVRES","N",,5,0.00,"07/26/23"
"60100",93.10,91.80,90.55,86.90,76.70,"Cherry Cheesecake Empanada (Bulk)","GauchoArgentina","6/6ct","CASE","N","","","LATIN FOODS","N",,5,0.00,"/  /"
"60998",3.35,3.30,3.25,3.10,2.75,"Sugar Coconut Organic*","Potenza","44lb","CASE","Y","","","SUGAR & FONDANT","Y",,9,44.00,"/  /"
"60999",65.25,64.30,63.45,60.90,53.75,"Doenjang Soybean Paste 12/500g","Pacific","12/500g","CASE","N","","","ASIAN SAUCES","N",,10,0.00,"/  /"
"60999P",6.85,5.60,5.45,5.10,4.50,"Doenjang Soybean Paste 500g","Pacific","500g","PC.","N","","","ASIAN SAUCES","N",,0,0.00,"/  /"
"61000",165.00,165.00,165.00,154.00,135.90,"Cherries in Kirsch Griottes","Toques de Franc","6/37oz","CASE","N","","","FRUITS","N",,2,0.00,"/  /"
"61000P",28.35,27.50,27.50,25.70,22.65,"Cherries in Kirsch Griottes 37oz","Toques de Franc","37oz","PC.","N","","","FRUITS","N",,5,0.00,"/  /"
"61001",121.10,112.45,0.00,104.95,92.60,"Curry Paste Yellow","Mae Ploy","24/14oz","CASE","N","","","ASIAN FOODS","N",,2,21.00,"/  /"
"61001P",5.05,5.05,4.70,4.40,3.90,"Curry Paste Yellow 14oz","Mae Ploy","14oz","PC.","N","","","ASIAN FOODS","N",,0,1.00,"/  /"
"61002",108.95,108.95,0.00,101.70,89.75,"Curry Paste Green","Mae Ploy","24/14oz","CASE","N","","","ASIAN FOODS","N",,2,0.00,"/  /"
"61002P",4.70,5.50,0.00,4.25,3.75,"Curry Paste Green 14oz","Mae Ploy","14oz","PC.","N","","","ASIAN FOODS","N",,4,1.00,"/  /"
"61003",142.35,142.35,0.00,110.10,97.15,"Curry Paste Red","Mae Ploy","24/14oz","CASE","N","","","ASIAN FOODS","N",,4,21.00,"/  /"
"61003P",5.75,5.30,4.95,4.60,4.05,"Curry Paste Red 14oz","Mae Ploy","14oz","PC.","N","","","ASIAN FOODS","N",,5,1.00,"/  /"
"61004",28.05,0.00,0.00,26.15,23.10,"Jackfruit Young Organic*","Native Forest","6/14oz","CASE","N","","","VEGETABLES","Y",,3,0.00,"/  /"
"61005",57.25,53.15,0.00,49.60,43.80,"Ginger Pickled White*","Pacific","20lb","PAIL","N","","","ASIAN FOODS","Y",,2,0.00,"/  /"
"61009",219.25,219.25,0.00,190.00,167.65,"Tamarind Wet Paste","Pacific","50/14oz","CASE","N","","","ASIAN FOODS","N",,1,0.00,"/  /"
"61009P",4.40,4.40,0.00,3.80,3.40,"Tamarind Wet Paste 14oz","Pacific","14oz","PC.","N","","","ASIAN FOODS","N",,43,0.00,"/  /"
"61014",197.70,197.70,192.20,184.50,162.80,"Sweety Drops Peruvian Peppers","Divina","6/6.6lb","CASE","N","","","VEGETABLES","N",,2,0.00,"/  /"
"61014P",32.95,32.95,32.05,30.75,27.15,"Sweety Drops Peruvian Peppers 6.6lb","Divina","6.6lb","PC.","N","","","VEGETABLES","N",,1,0.00,"/  /"
"61016",87.25,0.00,0.00,81.40,71.85,"Sambal Oelek","Huy Fong","4/1gal","CASE","N","","","ASIAN SAUCES","N",,-1,0.00,"/  /"
"61016P",28.95,27.75,27.35,26.25,23.15,"Sambal Oelek 1gal","Huy Fong","1gal","PC.","N","","","ASIAN SAUCES","N",,0,0.00,"/  /"
"61017",86.35,80.15,0.00,74.80,66.00,"Hot Pepper Paste Gochujang","Roland","12/500g","CASE","N","","","ASIAN FOODS","N",,5,0.00,"/  /"
"61017P",7.20,6.70,0.00,6.25,5.50,"Hot Pepper Paste Gochujang 500g","Roland","500g","PC.","N","","","ASIAN FOODS","N",,3,0.00,"/  /"
"61018",128.30,126.50,124.75,119.75,105.65,"Wasabi Powder","Momosawa","10/2.2lb","CASE","N","","","ASIAN FOODS","N",,2,0.00,"/  /"
"61018P",12.85,12.65,12.50,12.00,10.60,"Wasabi Powder 2.2lb","Momosawa","2.2lb","PC.","N","","","ASIAN FOODS","N",,2,0.00,"/  /"
"61019",106.65,0.00,0.00,99.55,87.85,"Spicy Chili Crisp*","P. Jacquin","12/700gr","CASE","N","","","ASIAN FOODS","Y",,0,0.00,"/  /"
"61019P",106.65,0.00,0.00,99.55,87.85,"Spicy Chili Crisp 700g*","P. Jacquin","700g","PC.","N","","","ASIAN FOODS","N",,0,0.00,"/  /"
"61020",155.00,0.00,0.00,134.35,118.55,"Okonomiyaki Sauce*","Potenza","6/82.5oz","CASE","N","","","ASIAN SAUCES","Y",,0,0.00,"/  /"
"61020P",25.85,0.00,0.00,22.40,19.80,"Okonomiyaki Sauce 82.5oz*","Potenza","82.5oz","PC.","N","","","ASIAN SAUCES","N",,2,0.00,"/  /"
"61021",29.20,29.20,26.95,23.35,20.60,"Rice Sticks Maifun 12/6.75oz","Dynasty","12/6.75oz","CASE","N","","","ASIAN FOODS","N",,2,0.00,"/  /"
"61021P",2.45,2.10,2.05,1.95,1.75,"Rice Sticks Maifun 6.75oz","Dynasty","6.75oz","PC.","N","","","ASIAN FOODS","N",,0,0.00,"/  /"
"61022",22.90,0.00,0.00,21.35,18.85,"Hot Pepper Paste Gochujang","Jongga","3kg","PC.","N","","","ASIAN SAUCES","N",,5,0.00,"/  /"
"61023",6.00,5.55,5.40,5.20,4.60,"Flageolets Beans*","Potenza","25lb","CASE","Y","B07D","","BEANS","Y",,3,25.00,"/  /"
"61025",69.25,69.25,68.25,64.60,57.00,"Coconut Milk 12/1L","Aroy-D","12/1L","CASE","N","","","ASIAN FOODS","N",,14,0.00,"/  /"
"61030",143.25,141.20,139.25,133.70,117.95,"Agave Amber","Chantico","4/1gal","CASE","N","","","SUGAR & FONDANT","N",,3,0.00,"/  /"
"61030P",35.85,35.30,34.85,33.45,29.50,"Agave Amber","Chantico","1gal","PC.","N","","","SUGAR & FONDANT","N",,4,0.00,"/  /"
"61032",66.05,65.10,64.20,61.65,54.40,"HP Sauce Original*","HP","12/9oz","CASE","N","","","SAUCES & STOCKS","Y",,3,0.00,"/  /"
"61033",143.25,141.20,139.25,133.70,117.95,"Agave Nectar Wild Light","Chantico","4/139oz","CASE","N","","","SUGAR & FONDANT","N",,0,0.00,"/  /"
"61033P",39.30,38.75,38.20,36.70,32.40,"Agave Nectar Wild Light 139oz","Chantico","139oz","PC.","N","","","SUGAR & FONDANT","N",,1,0.00,"/  /"
"61034",249.65,0.00,0.00,226.35,199.75,"Korean Red Pepper Flakes","Pacific","10/3lbs","CASE","N","","","ASIAN FOODS","N",,2,0.00,"/  /"
"61034P",25.00,24.25,23.60,22.65,20.00,"Korean Red Pepper Flakes 3lb","Pacific","3lb","PC.","N","","","ASIAN FOODS","N",,7,0.00,"/  /"
"61035",31.60,30.25,29.85,28.65,25.25,"Anasazi Beans 10lb","Adobe Milling","10lb","BAG","N","","","BEANS","N",,1,0.00,"07/24/23"
"61036",153.25,151.10,149.00,143.00,126.20,"Wasabi Paste Frozen","Marui","6/26.8OZ","CASE","N","","","ASIAN FOODS","N",,0,0.00,"07/25/23"
"61036P",25.55,25.20,24.85,23.85,21.05,"Wasabi Paste Frozen 26.8oz","Marui","26.8oz","PC.","N","","","ASIAN FOODS","N",,1,0.00,"/  /"
"61038",110.85,102.95,101.50,96.10,84.80,"Tamarind Concentrate","Por Kwan","24/16oz","CASE","N","","","ASIAN FOODS","N",,4,0.00,"/  /"
"61038P",5.05,4.30,4.25,4.05,3.55,"Tamarind Concentrate 16oz","Por Kwan","16oz","PC.","N","","","ASIAN FOODS","N",,4,0.00,"/  /"
"61039",141.10,119.40,107.80,103.50,79.85,"Palm Sugar Pucks","Double Horses","30/17.6oz","CASE","N","","","ASIAN FOODS","N",,5,0.00,"/  /"
"61039P",4.75,4.35,4.00,3.45,2.66,"Palm Sugar Pucks 17.6oz","Double Horses","17.6oz","PC.","N","","","ASIAN FOODS","N",,25,0.00,"/  /"
"61041",141.10,119.40,107.80,103.50,79.85,"Palm Sugar","Combine","12/1kg","CASE","N","","","ASIAN FOODS","N",,1,0.00,"/  /"
"61041P",141.10,119.40,107.80,103.50,77.79,"Palm Sugar","Combine","1kg","PC.","N","","","ASIAN FOODS","N",,3,0.00,"/  /"
"61050",30.65,30.20,28.45,26.55,23.45,"Mini Fillo Shells","Kontos","2/44ct","CASE","N","","","PATISSERIES","N",,20,0.00,"/  /"
"61100",214.30,211.30,208.35,200.00,176.50,"XO Sauce*","Lee Kum Kee","12/7.8oz","CASE","N","","","ASIAN SAUCES","Y",,0,0.00,"/  /"
"61100P",17.90,17.65,17.40,16.70,14.75,"XO Sauce 7.8oz*","Lee Kum Kee","7.8oz","PC.","N","","","ASIAN SAUCES","Y",,2,0.00,"/  /"
"61112",90.30,83.85,81.50,78.25,69.05,"Nopalitos Tender Cactus*","Dona Maria","12/30oz","CASE","N","","","VEGETABLES","Y",,0,0.00,"/  /"
"61800",175.40,0.00,0.00,152.00,134.15,"Honey Comb","Bee Squared","12/7oz","CASE","N","","","HONEY","N",,6,0.00,"/  /"
"61800P",14.65,13.60,0.00,12.70,11.90,"Honey Comb 7oz","Bee Squared","7oz","PC.","N","","","HONEY","N",,-6,0.00,"/  /"
"61805",14.25,0.00,0.00,12.35,10.90,"Beeswax*","Bee Squared","1 lb","PC.","N","","","HONEY","Y",,1,0.00,"/  /"
"61811",33.80,33.30,32.85,31.55,27.85,"Clover Honey 6/12oz","Local Hive","6/12oz","CASE","N","","","HONEY","N",,0,0.00,"/  /"
"61811P",5.80,5.65,5.50,5.30,4.65,"Clover Honey 12oz","Local Hive","12oz","PC.","N","","","HONEY","N",,0,0.00,"/  /"
"61814",226.80,223.60,220.50,211.70,186.80,"Clover Local Honey","Bee Squared","6/96oz","CASE","N","","","HONEY","N",,5,0.00,"/  /"
"61814P",37.80,37.30,36.75,35.30,31.15,"Clover Local Honey 96oz","Bee Squared","96oz","PC.","N","","","HONEY","N",,1,0.00,"/  /"
"61815",226.80,223.60,220.50,211.70,186.80,"Honey Local Alfalfa Wildflower","Bee Squared","6/96oz","CASE","N","","","HONEY","N",,0,0.00,"/  /"
"61815P",37.80,37.30,36.75,35.30,31.15,"Honey Local Alfalfa Wildflower 96oz","Bee Squared","96oz","PC.","N","","","HONEY","N",,5,0.00,"/  /"
"61816",226.80,223.60,220.50,211.70,186.80,"Honey Orange Blossom","Bee Squared","6/96oz","CASE","N","","","HONEY","N",,1,0.00,"/  /"
"61816P",37.80,37.30,36.75,35.30,31.15,"Honey Orange Blossom 96oz","Bee Squared","96oz","PC.","N","","","HONEY","N",,3,0.00,"/  /"
"61817",285.75,281.70,277.80,266.70,235.30,"Honey Pail Clover*","Bee Squared","5gal","PAIL","N","","","HONEY","Y",,2,0.00,"/  /"
"61818",80.60,79.45,78.35,75.20,66.40,"Honey Alfalfa/Wildflower 5oz*","Bee Squared","12/5oz","CASE","N","","","HONEY","Y",,0,0.00,"/  /"
"61819",68.15,67.20,66.25,63.60,56.15,"Honey Alfalfa/Wildflower 6x3/3oz*","Bee Squared","6/3/3oz","CASE","N","","","HONEY","Y",,0,0.00,"/  /"
"61820",97.75,96.35,95.00,91.20,80.50,"Honey Fennel/Rique/Alfalfa 6x3/3oz*","Bee Squared","6/3/3oz","CASE","N","","","HONEY","Y",,1,0.00,"/  /"
"61821",93.45,92.15,90.85,87.20,76.95,"Honey Sweet Heat/Rum/Saff 6x3/3oz*","Bee Squared","6/3/3oz","CASE","N","","","HONEY","Y",,2,0.00,"/  /"
"62001",62.45,58.00,57.15,54.10,47.75,"Matzos Lightly Salted*","Manischewitz","12/10oz","CASE","N","","","KOSHER FOODS","Y",,0,0.00,"/  /"
"62101",2.50,2.30,2.25,2.15,1.90,"Raisins Black Thompson Select","Potenza","30lb","CASE","Y","","","FRUITS","N",,6,30.00,"/  /"
"62101P",2.50,2.25,0.00,2.15,1.90,"Raisins Black Thompson Select 5lb","Potenza","5lb","PC.","Y","","","FRUITS","N",,5,5.00,"/  /"
